"'@timestamp"	"kubernetes.container_name"	log
"May 19, 2026 @ 10:30:04.426"	"gop-standard-adapter"	"2026-05-19 02:30:04.426 [gop-standard-adapter - ] TRACE o.a.c.s.ManagerBase:log:173 : End expire sessions StandardManager processingTime 1 expired sessions: 0  "
"May 19, 2026 @ 10:30:04.484"	"gop-standard-adapter"	"2026-05-19 02:30:04.484 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : timeout completed: keys processed=0; now=1779157804484; nextExpiration=1779157804483; keyCount=0; hasEvents=false; eval=false  "
"May 19, 2026 @ 10:30:04.821"	"gop-standard-adapter"	"2026-05-19 02:30:04.821 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : timeout completed: keys processed=0; now=1779157804821; nextExpiration=1779157804819; keyCount=0; hasEvents=false; eval=false  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"Connection: close"
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.t.u.t.LimitLatch:log:173 : Counting up[http-nio-8081-Acceptor] latch=1  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Popped processor [org.apache.coyote.http11.Http11Processor@770a2f7a] from cache  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.c.h.Http11InputBuffer:log:173 : Before fill(): parsingHeader: [true], parsingRequestLine: [true], parsingRequestLinePhase: [0], parsingRequestLineStart: [0], byteBuffer.position(): [0], byteBuffer.limit(): [0], end: [142]  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.t.u.n.SocketWrapperBase:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17928fdd:org.apache.tomcat.util.net.NioChannel@489a2436:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36956]], Read from buffer: [0]  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"User-Agent: kube-probe/1.35+"
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"Accept: */*"
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"(empty)"
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"]  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Found processor [null] for socket [org.apache.tomcat.util.net.NioChannel@489a2436:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36956]]  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.c.h.Http11InputBuffer:log:173 : Received [GET /management/actuator/health/liveness HTTP/1.1"
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"Host: 100.65.105.89:8081"
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Processing socket [org.apache.tomcat.util.net.NioChannel@489a2436:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36956]] with status [OPEN_READ]  "
"May 19, 2026 @ 10:30:04.874"	"gop-standard-adapter"	"2026-05-19 02:30:04.874 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17928fdd:org.apache.tomcat.util.net.NioChannel@489a2436:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36956]], Read direct from socket: [141]  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.a.c.v.RemoteIpValve:log:173 : Incoming request /management/actuator/health/liveness with originalRemoteAddr [169.254.7.127], originalRemoteHost=[169.254.7.127], originalSecure=[false], originalScheme=[http], originalServerName=[100.65.105.89], originalServerPort=[8081] will be seen as newRemoteAddr=[169.254.7.127], newRemoteHost=[169.254.7.127], newSecure=[false], newScheme=[http], newServerName=[100.65.105.89], newServerPort=[8081]  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.a.c.c.StandardWrapper:log:173 :   Returning instance  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.a.t.u.h.Parameters:log:173 : Set encoding to ISO-8859-1  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.a.c.a.AuthenticatorBase:log:173 : Security checking request GET /management/actuator/health/liveness  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.s.w.s.DispatcherServlet:traceDebug:117 : GET ""/management/actuator/health/liveness"", parameters={}, headers={masked} in DispatcherServlet 'dispatcherServletRegistration'  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.a.c.r.RealmBase:log:173 :   No applicable constraints defined  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.a.c.a.AuthenticatorBase:log:173 : Not subject to any constraint  "
"May 19, 2026 @ 10:30:04.875"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.s.b.a.e.w.s.WebMvcEndpointHandlerMapping:getHandler:525 : Mapped to Actuator web endpoint 'health-path'  "
"May 19, 2026 @ 10:30:04.876"	"gop-standard-adapter"	"2026-05-19 02:30:04.875 [gop-standard-adapter - ] TRACE o.s.w.m.HandlerMethod:invokeForRequest:148 : Arguments: [org.apache.catalina.connector.RequestFacade@efb098a, null]  "
"May 19, 2026 @ 10:30:04.876"	"gop-standard-adapter"	"2026-05-19 02:30:04.876 [gop-standard-adapter - ] DEBUG o.s.w.s.m.m.a.HttpEntityMethodProcessor:writeWithMessageConverters:275 : Using 'application/vnd.spring-boot.actuator.v3+json', given [*/*] and supported [application/vnd.spring-boot.actuator.v3+json, application/vnd.spring-boot.actuator.v2+json, application/json]  "
"May 19, 2026 @ 10:30:04.876"	"gop-standard-adapter"	"2026-05-19 02:30:04.876 [gop-standard-adapter - ] TRACE o.s.w.s.m.m.a.HttpEntityMethodProcessor:traceDebug:117 : Writing [org.springframework.boot.actuate.health.CompositeHealth@40093fa7]  "
"May 19, 2026 @ 10:30:04.876"	"gop-standard-adapter"	"2026-05-19 02:30:04.876 [gop-standard-adapter - ] TRACE o.s.w.s.m.m.a.RequestMappingHandlerAdapter:prepareResponse:405 : Applying default cacheSeconds=-1  "
"May 19, 2026 @ 10:30:04.876"	"gop-standard-adapter"	"2026-05-19 02:30:04.876 [gop-standard-adapter - ] TRACE o.s.w.s.DispatcherServlet:processDispatchResult:1166 : No view rendering, null ModelAndView returned.  "
"May 19, 2026 @ 10:30:04.877"	"gop-standard-adapter"	"2026-05-19 02:30:04.877 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Pushed Processor [org.apache.coyote.http11.Http11Processor@770a2f7a]  "
"May 19, 2026 @ 10:30:04.877"	"gop-standard-adapter"	"2026-05-19 02:30:04.877 [gop-standard-adapter - ] TRACE o.a.t.u.t.LimitLatch:log:173 : Counting down[http-nio-8081-exec-8] latch=1  "
"May 19, 2026 @ 10:30:04.877"	"gop-standard-adapter"	"2026-05-19 02:30:04.877 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : Calling [org.apache.tomcat.util.net.NioEndpoint@37dc386f].closeSocket([org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17928fdd:org.apache.tomcat.util.net.NioChannel@489a2436:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36956]])  "
"May 19, 2026 @ 10:30:04.877"	"gop-standard-adapter"	"2026-05-19 02:30:04.876 [gop-standard-adapter - ] DEBUG o.s.w.s.DispatcherServlet:logResult:1135 : Completed 200 OK, headers={masked}  "
"May 19, 2026 @ 10:30:04.877"	"gop-standard-adapter"	"2026-05-19 02:30:04.877 [gop-standard-adapter - ] TRACE o.a.c.h.Http11Processor:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17928fdd:org.apache.tomcat.util.net.NioChannel@489a2436:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36956]], Status in: [OPEN_READ], State out: [CLOSED]  "
"May 19, 2026 @ 10:30:04.930"	"gop-standard-adapter"	"2026-05-19 02:30:04.930 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : timeout completed: keys processed=0; now=1779157804930; nextExpiration=1779157804929; keyCount=0; hasEvents=false; eval=false  "
"May 19, 2026 @ 10:30:05.275"	"gop-standard-adapter"	"2026-05-19 02:30:05.275 [gop-standard-adapter - ] TRACE o.a.t.u.t.LimitLatch:log:173 : Counting up[http-nio-8081-Acceptor] latch=1  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.h.Http11InputBuffer:log:173 : Before fill(): parsingHeader: [true], parsingRequestLine: [true], parsingRequestLinePhase: [0], parsingRequestLineStart: [0], byteBuffer.position(): [0], byteBuffer.limit(): [0], end: [141]  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"User-Agent: kube-probe/1.35+"
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.v.RemoteIpValve:log:173 : Incoming request /management/actuator/health/readiness with originalRemoteAddr [169.254.7.127], originalRemoteHost=[169.254.7.127], originalSecure=[false], originalScheme=[http], originalServerName=[100.65.105.89], originalServerPort=[8081] will be seen as newRemoteAddr=[169.254.7.127], newRemoteHost=[169.254.7.127], newSecure=[false], newScheme=[http], newServerName=[100.65.105.89], newServerPort=[8081]  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.t.u.h.Parameters:log:173 : Set encoding to ISO-8859-1  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.h.Http11InputBuffer:log:173 : Received [GET /management/actuator/health/readiness HTTP/1.1"
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"(empty)"
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.a.AuthenticatorBase:log:173 : Not subject to any constraint  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Processing socket [org.apache.tomcat.util.net.NioChannel@4200dd39:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36964]] with status [OPEN_READ]  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@5f135998:org.apache.tomcat.util.net.NioChannel@4200dd39:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36964]], Read direct from socket: [142]  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"Connection: close"
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.r.RealmBase:log:173 :   No applicable constraints defined  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.t.u.n.SocketWrapperBase:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@5f135998:org.apache.tomcat.util.net.NioChannel@4200dd39:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36964]], Read from buffer: [0]  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"Accept: */*"
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.a.AuthenticatorBase:log:173 : Security checking request GET /management/actuator/health/readiness  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.s.w.s.DispatcherServlet:traceDebug:117 : GET ""/management/actuator/health/readiness"", parameters={}, headers={masked} in DispatcherServlet 'dispatcherServletRegistration'  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Popped processor [org.apache.coyote.http11.Http11Processor@770a2f7a] from cache  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"Host: 100.65.105.89:8081"
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"]  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.c.StandardWrapper:log:173 :   Returning instance  "
"May 19, 2026 @ 10:30:05.276"	"gop-standard-adapter"	"2026-05-19 02:30:05.276 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Found processor [null] for socket [org.apache.tomcat.util.net.NioChannel@4200dd39:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36964]]  "
"May 19, 2026 @ 10:30:05.277"	"gop-standard-adapter"	"2026-05-19 02:30:05.277 [gop-standard-adapter - ] DEBUG o.s.w.s.m.m.a.HttpEntityMethodProcessor:writeWithMessageConverters:275 : Using 'application/vnd.spring-boot.actuator.v3+json', given [*/*] and supported [application/vnd.spring-boot.actuator.v3+json, application/vnd.spring-boot.actuator.v2+json, application/json]  "
"May 19, 2026 @ 10:30:05.277"	"gop-standard-adapter"	"2026-05-19 02:30:05.277 [gop-standard-adapter - ] TRACE o.s.w.m.HandlerMethod:invokeForRequest:148 : Arguments: [org.apache.catalina.connector.RequestFacade@1e9225b, null]  "
"May 19, 2026 @ 10:30:05.277"	"gop-standard-adapter"	"2026-05-19 02:30:05.277 [gop-standard-adapter - ] TRACE o.s.b.a.e.w.s.WebMvcEndpointHandlerMapping:getHandler:525 : Mapped to Actuator web endpoint 'health-path'  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] TRACE o.a.c.h.Http11Processor:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@5f135998:org.apache.tomcat.util.net.NioChannel@4200dd39:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36964]], Status in: [OPEN_READ], State out: [CLOSED]  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] TRACE o.s.w.s.DispatcherServlet:processDispatchResult:1166 : No view rendering, null ModelAndView returned.  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : Calling [org.apache.tomcat.util.net.NioEndpoint@37dc386f].closeSocket([org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@5f135998:org.apache.tomcat.util.net.NioChannel@4200dd39:java.nio.channels.SocketChannel[connected local=/100.65.105.89:8081 remote=/169.254.7.127:36964]])  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] TRACE o.s.w.s.m.m.a.RequestMappingHandlerAdapter:prepareResponse:405 : Applying default cacheSeconds=-1  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] TRACE o.a.t.u.t.LimitLatch:log:173 : Counting down[http-nio-8081-exec-9] latch=1  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] TRACE o.s.w.s.m.m.a.HttpEntityMethodProcessor:traceDebug:117 : Writing [org.springframework.boot.actuate.health.CompositeHealth@483ce132]  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Pushed Processor [org.apache.coyote.http11.Http11Processor@770a2f7a]  "
"May 19, 2026 @ 10:30:05.278"	"gop-standard-adapter"	"2026-05-19 02:30:05.278 [gop-standard-adapter - ] DEBUG o.s.w.s.DispatcherServlet:logResult:1135 : Completed 200 OK, headers={masked}  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Popped processor [org.apache.coyote.http11.Http11Processor@105a68e4] from cache  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"Host: 100.65.99.144:8081"
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"]  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.c.StandardWrapper:log:173 :   Returning instance  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.t.u.t.LimitLatch:log:173 : Counting up[http-nio-8081-Acceptor] latch=1  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.h.Http11InputBuffer:log:173 : Before fill(): parsingHeader: [true], parsingRequestLine: [true], parsingRequestLinePhase: [0], parsingRequestLineStart: [0], byteBuffer.position(): [0], byteBuffer.limit(): [0], end: [142]  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"User-Agent: kube-probe/1.35+"
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.v.RemoteIpValve:log:173 : Incoming request /management/actuator/health/liveness with originalRemoteAddr [169.254.7.127], originalRemoteHost=[169.254.7.127], originalSecure=[false], originalScheme=[http], originalServerName=[100.65.99.144], originalServerPort=[8081] will be seen as newRemoteAddr=[169.254.7.127], newRemoteHost=[169.254.7.127], newSecure=[false], newScheme=[http], newServerName=[100.65.99.144], newServerPort=[8081]  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Found processor [null] for socket [org.apache.tomcat.util.net.NioChannel@174bb5de:java.nio.channels.SocketChannel[connected local=/100.65.99.144:8081 remote=/169.254.7.127:56082]]  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.h.Http11InputBuffer:log:173 : Received [GET /management/actuator/health/liveness HTTP/1.1"
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"(empty)"
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.a.AuthenticatorBase:log:173 : Not subject to any constraint  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Processing socket [org.apache.tomcat.util.net.NioChannel@174bb5de:java.nio.channels.SocketChannel[connected local=/100.65.99.144:8081 remote=/169.254.7.127:56082]] with status [OPEN_READ]  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17e97398:org.apache.tomcat.util.net.NioChannel@174bb5de:java.nio.channels.SocketChannel[connected local=/100.65.99.144:8081 remote=/169.254.7.127:56082]], Read direct from socket: [141]  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"Connection: close"
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.r.RealmBase:log:173 :   No applicable constraints defined  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.t.u.n.SocketWrapperBase:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17e97398:org.apache.tomcat.util.net.NioChannel@174bb5de:java.nio.channels.SocketChannel[connected local=/100.65.99.144:8081 remote=/169.254.7.127:56082]], Read from buffer: [0]  "
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"Accept: */*"
"May 19, 2026 @ 10:30:05.287"	"gop-standard-adapter"	"2026-05-19 02:30:05.287 [gop-standard-adapter - ] TRACE o.a.c.a.AuthenticatorBase:log:173 : Security checking request GET /management/actuator/health/liveness  "
"May 19, 2026 @ 10:30:05.288"	"gop-standard-adapter"	"2026-05-19 02:30:05.288 [gop-standard-adapter - ] DEBUG o.s.w.s.m.m.a.HttpEntityMethodProcessor:writeWithMessageConverters:275 : Using 'application/vnd.spring-boot.actuator.v3+json', given [*/*] and supported [application/vnd.spring-boot.actuator.v3+json, application/vnd.spring-boot.actuator.v2+json, application/json]  "
"May 19, 2026 @ 10:30:05.288"	"gop-standard-adapter"	"2026-05-19 02:30:05.288 [gop-standard-adapter - ] TRACE o.s.w.s.DispatcherServlet:traceDebug:117 : GET ""/management/actuator/health/liveness"", parameters={}, headers={masked} in DispatcherServlet 'dispatcherServletRegistration'  "
"May 19, 2026 @ 10:30:05.288"	"gop-standard-adapter"	"2026-05-19 02:30:05.288 [gop-standard-adapter - ] TRACE o.a.t.u.h.Parameters:log:173 : Set encoding to ISO-8859-1  "
"May 19, 2026 @ 10:30:05.288"	"gop-standard-adapter"	"2026-05-19 02:30:05.288 [gop-standard-adapter - ] TRACE o.s.w.s.m.m.a.HttpEntityMethodProcessor:traceDebug:117 : Writing [org.springframework.boot.actuate.health.CompositeHealth@4939023d]  "
"May 19, 2026 @ 10:30:05.288"	"gop-standard-adapter"	"2026-05-19 02:30:05.288 [gop-standard-adapter - ] TRACE o.s.w.m.HandlerMethod:invokeForRequest:148 : Arguments: [org.apache.catalina.connector.RequestFacade@2f548d6c, null]  "
"May 19, 2026 @ 10:30:05.288"	"gop-standard-adapter"	"2026-05-19 02:30:05.288 [gop-standard-adapter - ] TRACE o.s.b.a.e.w.s.WebMvcEndpointHandlerMapping:getHandler:525 : Mapped to Actuator web endpoint 'health-path'  "
"May 19, 2026 @ 10:30:05.289"	"gop-standard-adapter"	"2026-05-19 02:30:05.289 [gop-standard-adapter - ] TRACE o.a.c.h.Http11Processor:log:173 : Socket: [org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17e97398:org.apache.tomcat.util.net.NioChannel@174bb5de:java.nio.channels.SocketChannel[connected local=/100.65.99.144:8081 remote=/169.254.7.127:56082]], Status in: [OPEN_READ], State out: [CLOSED]  "
"May 19, 2026 @ 10:30:05.289"	"gop-standard-adapter"	"2026-05-19 02:30:05.289 [gop-standard-adapter - ] TRACE o.s.w.s.m.m.a.RequestMappingHandlerAdapter:prepareResponse:405 : Applying default cacheSeconds=-1  "
"May 19, 2026 @ 10:30:05.289"	"gop-standard-adapter"	"2026-05-19 02:30:05.289 [gop-standard-adapter - ] TRACE o.a.t.u.t.LimitLatch:log:173 : Counting down[http-nio-8081-exec-10] latch=1  "
"May 19, 2026 @ 10:30:05.289"	"gop-standard-adapter"	"2026-05-19 02:30:05.289 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Pushed Processor [org.apache.coyote.http11.Http11Processor@105a68e4]  "
"May 19, 2026 @ 10:30:05.289"	"gop-standard-adapter"	"2026-05-19 02:30:05.289 [gop-standard-adapter - ] DEBUG o.s.w.s.DispatcherServlet:logResult:1135 : Completed 200 OK, headers={masked}  "
"May 19, 2026 @ 10:30:05.289"	"gop-standard-adapter"	"2026-05-19 02:30:05.289 [gop-standard-adapter - ] TRACE o.s.w.s.DispatcherServlet:processDispatchResult:1166 : No view rendering, null ModelAndView returned.  "
"May 19, 2026 @ 10:30:05.289"	"gop-standard-adapter"	"2026-05-19 02:30:05.289 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : Calling [org.apache.tomcat.util.net.NioEndpoint@9133e77].closeSocket([org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@17e97398:org.apache.tomcat.util.net.NioChannel@174bb5de:java.nio.channels.SocketChannel[connected local=/100.65.99.144:8081 remote=/169.254.7.127:56082]])  "
"May 19, 2026 @ 10:30:05.331"	"gop-standard-adapter"	"2026-05-19 02:30:05.330 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : timeout completed: keys processed=0; now=1779157805330; nextExpiration=1779157805329; keyCount=0; hasEvents=false; eval=false  "
"May 19, 2026 @ 10:30:05.419"	"gop-standard-adapter"	"2026-05-19 02:30:05.419 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : timeout completed: keys processed=0; now=1779157805419; nextExpiration=1779157805417; keyCount=0; hasEvents=false; eval=false  "
"May 19, 2026 @ 10:30:05.485"	"gop-standard-adapter"	"2026-05-19 02:30:05.485 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : timeout completed: keys processed=0; now=1779157805485; nextExpiration=1779157805484; keyCount=0; hasEvents=false; eval=false  "
"May 19, 2026 @ 10:30:05.822"	"gop-standard-adapter"	"2026-05-19 02:30:05.822 [gop-standard-adapter - ] TRACE o.a.t.u.n.NioEndpoint:log:173 : timeout completed: keys processed=0; now=1779157805822; nextExpiration=1779157805821; keyCount=0; hasEvents=false; eval=false  "
"May 19, 2026 @ 10:30:05.918"	"gop-standard-adapter"	"2026-05-19 02:30:05.918 [gop-standard-adapter - ] TRACE o.a.t.u.t.LimitLatch:log:173 : Counting up[http-nio-8081-Acceptor] latch=1  "
"May 19, 2026 @ 10:30:05.918"	"gop-standard-adapter"	"2026-05-19 02:30:05.918 [gop-standard-adapter - ] TRACE o.a.c.h.Http11NioProtocol:log:173 : Found processor [null] for socket [org.apache.tomcat.util.net.NioChannel@38f44770:java.nio.channels.SocketChannel[connected local=/100.65.99.144:8081 remote=/169.254.7.127:56090]]  "
